3.96,3.937
3.94,3.745
4.84,12.751
33.8,32.701
20.8,39.423
19.7,27.108
12.2,15.395
75.6,158.423
180,153.231
167,129.352
105,54.93
50,34.089
28.1,24.372
19.3,19.05
16.9,18.333
16.5,17.579
13.8,15.168
12.2,13.527
11.1,11.672
9.94,10.309
9.19,9.28
8.61,8.477
8.23,7.9
8.02,7.656
8.05,7.85
10.8,12.783
35.6,55.999
44.4,31.95
23,25.032
25.7,34.012
71.4,56.15
95.4,82.066
68.1,43.905
37.7,30.387
30.2,24.317
22.4,19.707
33.9,27.472
52,31.808
31.4,22.305
22.3,17.586
18.1,14.755
15.5,12.928
13.9,11.755
13,11.048
12.8,10.593
13.2,10.33
12.6,10.061
11.7,9.494
11,9.074
10.5,8.629
9.99,8.128
9.46,7.773
9.09,7.548
8.76,7.367
8.53,7.156
8.43,7.081
8.35,6.97
8.12,6.861
8.15,6.804
8.02,6.686
8,6.685
7.68,6.572
7.58,6.554
7.48,6.479
7.91,6.427
10.4,13.479
10.1,10.297
8.54,8.486
10.1,14.956
66.8,45.559
46.2,20.641
23.5,13.987
16.7,11.263
13.7,9.878
11.9,8.905
10.7,8.018
10.5,7.736
10.4,7.576
10.1,7.184
9.22,6.507
10.1,6.68
14.3,8.502
13.7,9.13
14.9,9.084
14.2,8.629
23,10.325
28.2,25.003
46,61.327
34.7,44.482
58.3,78.343
29.9,33.954
18.6,24.056
39.5,48.004
38.4,87.398
107,96.197
53.8,81.966
40.8,53.709
33,37.488
64.8,62.642
68,50.91
64.7,93.292
83.3,90.506
48,48.84
90.1,130.569
162,183.842
81.5,63.704
30.1,37.827
27.7,52.522
34.8,47.111
36.3,41.196
30.2,29.125
22.2,23.4
19.5,20.288
20.2,19.05
68.1,80.208
83.7,68.586
50.6,43.233
29.4,30.518
50.3,59.598
97.5,100.103
110,65.174
74.7,44.384
70.9,44.114
55.1,33.786
40.6,27.197
37.4,39.131
79.4,61.114
47.6,37.754
57.4,63.906
101,84.93
82.5,83.596
57.5,50.788
35.8,34.374
26.1,26.039
30.9,35.411
52.2,49.843
27.8,31.567
24.8,31.704
23.4,30.167
42.2,76.299
29.6,35.191
42.8,86.144
56.7,76.945
123,139.745
104,62.123
50.2,62.298
64.1,66.452
33.6,38.178
42.5,70.007
52.4,49.647
39.8,37.988
62.8,66.144
56.3,49.421
39,40.188
33.8,34.465
26,31.145
33.8,46.325
23.3,27.828
20,22.52
17.9,19.221
16.3,16.727
15,14.503
14.2,13.431
13.6,12.71
13.3,12.21
13.2,12.115
12.9,11.807
12.3,11.104
11.9,10.588
11.5,10.015
11.2,9.935
11.2,9.774
12.3,10.817
42.6,24.803
98,120.436
154,112.924
96.7,55.139
52.2,39.355
73.4,87.041
56.8,47.094
51.1,54.277
38.1,37.476
41,72.135
39.3,82.048
49.8,56.441
23.6,31.587
24,30.709
28.1,37.06
53.5,81.942
35.7,80.32
36.6,45.986
20.2,31.951
18,27.426
17.5,26.423
19.5,28.061
16.3,20.631
14.6,16.856
19.4,33.555
64.9,134.641
104,91.489
31.6,48.523
25.3,32.184
17.4,24.907
18,40.083
18,31.576
15.8,22.773
20,33.755
62.4,88.458
30.1,40.041
19.7,33.593
28.1,60.8
22.3,39.81
28.5,38.776
27,38.067
30.4,65.259
37.7,49.23
21.2,35.964
20.2,28.44
19,28.682
22.8,26.049
16.1,18.434
13.6,15.381
12.2,13.84
11.4,12.599
10.9,11.756
10.6,11.271
10.5,10.772
13.2,14.444
18,26.736
33.3,47.024
34.2,31.54
17.7,21.232
17.5,27.069
14.2,17.042
17.5,26.584
22.1,22.133
13.5,14.123
11.1,11.746
10.1,10.43
9.74,9.576
9.32,9.129
11.5,12.947
17.3,22.709
12.1,12.811
9.83,10.536
8.82,9.057
8.28,8.162
7.91,7.828
7.65,7.339
7.26,6.945
7.1,6.794
8.15,8.341
10.5,11.547
8.58,9.009
7.5,7.64
7.15,7.116
7.15,6.797
6.95,6.718
14.5,19.822
18.3,13.999
10.7,9.586
8.52,7.901
7.56,6.984
6.99,6.48
6.64,6.125
6.31,5.883
6.08,5.715
5.87,5.511
5.73,5.389
5.95,5.468
6.17,5.571
7.9,7.095
8.78,7.248
6.76,6.137
6.24,6.333
6.26,6.541
5.58,5.673
5.33,5.335
5.17,5.176
4.97,4.938
4.85,4.623
4.63,4.338
4.5,4.25
4.46,4.137
4.61,4.097
4.58,4.078
4.47,4.556
5.51,7.568
5.22,10.749
9.4,15.905
6.46,8.003
5.18,6.194
4.99,5.545
5.5,6.013
4.83,7.071
5.82,8.486
4.69,5.683
4.12,4.77
3.9,4.339
3.83,4.055
3.68,4.011
3.67,4.052
3.61,3.908
3.67,3.828
3.75,3.723
3.74,3.781
3.68,3.71
3.52,3.672
3.47,3.6
3.39,3.367
3.48,3.42
3.31,3.361
3.21,3.269
3.14,3.137
3.07,3.152
3.1,3.11
3.01,3.076
2.96,3.042
2.92,2.969
3,2.955
2.91,2.892
3.52,3.51
4.47,3.554
3.64,3.628
3.9,3.572
3.69,3.326
3.32,3.327
3.16,3.277
4.3,4.488
4.24,4.186
3.66,3.906
3.26,3.509
3.58,4.949
5.82,7.355
4.19,4.862
3.69,4.129
3.4,3.741
3.21,3.641
3.18,3.509
3.26,3.443
3.25,3.363
3.1,3.309
2.97,3.21
2.89,3.134
2.85,3.091
3.29,3.264
5.5,6.151
5.51,5.258
4.02,4.228
3.53,3.976
3.25,3.644
3.23,3.57
4.53,7.65
13.9,37.799
9.97,14.108
5.84,11.513
5.66,12.3
4.56,9.796
4.18,7.485
4.08,7.31
10.5,22.413
9.55,11.551
5.59,7.386
4.58,5.952
4.67,7.265
5.28,6.865
5.19,11.96
6.24,11.341
6.25,10.45
12.5,19.517
17.7,29.774
20.2,43.151
34,38.014
18.4,24.869
33.6,45.271
28.6,26.299
12.5,14.59
8.88,10.399
7.61,8.698
7.43,8.786
11,13.228
10.5,10.289
7.4,7.82
6.49,7.015
24.2,37.792
22.1,22.981
11.5,13.88
8.71,10.391
7.3,8.675
6.44,7.601
6.08,7.052
8.47,21.788
32.2,38.308
20.7,19.728
11.9,12.489
9.5,9.644
7.96,8.26
7.24,8.738
6.98,8.873
6.32,7.441
5.89,6.705
5.55,6.109
5.26,5.821
5.1,5.547
4.97,5.363
4.91,5.369
5.09,5.651
4.9,5.518
5.06,5.584
9.96,10.722
18.2,16.385
17.5,28.091
67.4,59.856
38.2,29.314
19.7,27.898
21,34.524
16,24.169
12.9,21.284
11.3,16.059
10.7,14.753
23.6,43.478
24.7,38.611
14.1,19.446
13.4,24.243
23.5,29.837
50.4,55.709
45,33.342
21.3,21.671
16.1,17.115
17.8,35.339
24.7,35.247
20.3,25.904
25.7,43.93
63.4,86.322
107,134.357
79.4,81.599
43.7,51.652
28.2,40.499
30.1,42.889
59.9,75.818
66.3,65.734
44.3,37.812
24.7,27.124
19.8,22.29
17.5,19.495
15.8,17.002
14.2,15.17
13.1,13.947
12,12.636
11.2,11.576
10.6,10.662
10.1,10.088
9.71,9.585
10.6,16.159
49,63.809
70.4,61.497
60.2,55.209
63.3,78.054
86,101.157
62.9,49.472
45.5,88.908
72.6,86.027
94,101.679
59.9,67.635
66.3,48.397
35.7,33.042
30.9,35.514
24.5,39.213
57.6,73.749
46.7,51.448
30.3,32.982
21.6,24.583
17.9,19.74
15.8,16.759
15.4,16.06
19,24.328
27,59.032
66.7,67.548
103,163.687
185,189.719
142,105.235
103,84.536
61.6,44.166
34.8,30.166
23.9,24.699
20.7,22.218
44.3,81.723
62.6,57.871
32.7,34.943
34.2,43.259
29,47.679
34,65.539
62.9,53.079
29.5,28.897
21.9,23.573
21.1,27.995
24.9,33.226
22.5,26.411
33,40.975
64.9,46.245
39.1,34.803
49,46.507
58.9,81.688
103,74.698
64.5,70.267
60,60.923
41.8,42.446
60.1,34.981
50.6,29.414
88.6,142.403
162,127.178
97.8,62.924
139,301.598
220,374.061
171,78.921
103,66.926
75.5,48.786
46.3,38.242
36.5,34.73
29.8,31.031
31.1,35.052
26.4,27.855
31.2,29.432
136,110.532
91.3,95.978
71.3,67.655
79.4,80.029
103,97.254
78.7,76.537
50.5,61.675
83.5,102.524
56.5,68.903
67.9,69.517
96.9,167.891
163,114.742
80.9,63.25
45.3,45.053
32.3,34.856
26.9,34.703
38.9,45.939
26.5,34.535
22.2,28.873
25.8,48.114
33.8,42.808
24.2,32.928
22,28.63
20.9,26.756
24.9,47.875
52,76.35
42.4,43.54
24.7,31.562
23.8,30.717
21.6,25.613
17.8,21.168
29.2,38.995
35.8,46.101
32.4,33.854
21.4,24.745
17.4,19.97
15.9,17.454
18.3,17.958
17.1,17.211
24.6,43.225
22.7,43.716
41.9,56.009
21.6,27.074
19.4,20.712
24.8,26.17
38,33.019
23.1,29.332
18.5,21.34
15.9,16.643
14.2,14.222
13.2,12.948
12.3,12.2
11.6,11.433
10.7,10.318
10.4,9.852
10.2,9.415
9.7,9.01
9.17,8.447
8.75,8.095
8.58,7.789
8.45,7.571
8.33,7.4
8.32,7.337
8.79,7.792
8.75,8.093
8.66,7.416
8.47,7.303
8.29,8.178
17.7,15.9
15.3,11.195
12.9,9.547
10.2,8.038
8.94,7.129
8.26,6.654
7.83,6.213
7.57,6.036
7.37,5.854
7.15,5.711
6.93,5.495
6.73,5.348
6.56,5.003
6.69,4.787
6.6,4.733
6.46,4.694
6.4,4.597
6.47,4.547
6.39,4.424
6.28,4.394
6.14,4.374
6.02,4.38
6.02,4.385
6.15,4.727
7.59,5.488
7.65,5.471
7.51,5.433
7.38,5.403
6.36,4.989
6,4.692
5.79,4.634
6.07,5.406
9.55,6.442
8.81,5.97
7.17,5.552
7.82,8.649
9.57,9.998
7.71,9.041
7.15,7.554
6.39,6.24
5.96,5.587
5.92,5.576
6.19,5.515
6.11,7.426
5.68,6.128
5.45,5.36
5.38,5.043
5.07,4.548
4.94,4.402
5.09,4.419
5.08,4.263
4.9,4.247
4.7,4.109
4.42,3.991
4.35,3.88
4.41,3.899
4.63,3.858
4.45,4.028
4.25,4.839
5.19,8.061
4.89,5.474
4.27,4.403
3.99,3.947
3.97,3.879
4.1,3.711
3.86,3.548
3.62,3.453
3.48,3.28
3.39,3.093
3.32,3.032
3.38,3.055
3.4,3.043
3.45,3.076
3.41,3.053
3.6,3.074
3.45,3.07
3.58,3.653
4.19,4.302
3.62,3.565
3.48,3.375
3.53,3.257
3.83,3.82
5.01,3.854
4.02,3.424
3.71,3.231
3.69,3.178
3.9,4.703
3.79,7.386
3.83,5.141
3.78,4.092
3.4,3.569
3.31,3.558
3.3,3.365
3.2,3.184
3.16,3.087
3.13,2.992
3.06,2.864
2.78,2.722
2.66,2.588
2.55,2.96
2.66,3.038
2.62,2.808
2.43,2.537
2.43,2.402
2.43,2.386
2.45,2.355
2.51,2.309
2.4,2.293
2.36,2.299
2.34,2.252
2.37,2.185
2.5,2.27
2.59,2.229
2.51,2.211
2.44,2.164
2.41,2.157
2.37,2.121
2.34,2.104
2.35,2.125
2.39,2.167
2.27,2.092
2.13,2.044
2.08,2.021
2.06,1.996
2.11,1.954
2.17,2.098
2.38,2.109
2.23,2.112
2.19,2.197
2.24,2.255
2.26,2.287
2.27,2.31
2.4,2.3
2.55,2.308
2.88,2.447
2.72,2.409
2.66,2.377
5.09,3.645
9.26,5.906
7.62,5.586
5.51,3.879
8.24,4.582
8.44,6.838
5.69,5.137
4.82,4.149
4.18,3.766
3.73,3.409
3.6,3.219
3.67,3.182
3.39,3.103
3.2,2.993
3.1,2.875
3.04,2.768
2.93,2.692
3,5.028
5.79,7.818
5.62,15.249
5.57,8.653
4.32,6.861
4.16,5.529
3.71,4.715
3.53,4.176
3.66,6.432
5.01,6.424
9.34,25.34
12.3,15.576
15.5,32.467
22.9,24.877
10.3,15.635
8,10.189
5.82,7.297
4.98,6.036
4.5,5.177
4.18,4.547
3.91,4.168
3.69,3.903
3.52,3.932
3.74,5.595
5.67,13.412
5.19,7.035
4.34,7.187
4.62,6.823
4.01,5.424
3.7,4.831
3.85,5.047
5.26,12.358
9.27,12.167
6.06,8.007
5.19,7.619
4.55,6.241
4.12,5.355
3.88,4.849
3.66,4.486
3.55,4.184
3.48,3.943
3.27,3.933
3.21,3.725
3.13,3.547
3.1,3.527
3.19,3.497
3.31,3.517
3.39,3.619
5.5,14.232
31.1,33.155
11.9,13.649
7.77,9.243
7.29,10.698
52.8,58.582
27.4,21.62
13.2,12.586
9.66,9.36
8.95,7.933
8.1,7.173
10.7,12.391
9.56,11.404
20.7,45.111
36,42.925
15.8,21.997
13.3,15.471
11.2,12.264
10.2,10.69
9.5,9.849
8.31,8.34
7.55,7.615
9.34,8.991
16.1,15.428
15,12.333
12.5,10.019
13.5,9.997
11.6,9.14
9.78,8.25
12.2,17.482
14.6,16.237
10.5,11.334
9.3,9.82
8.97,9.158
9.2,8.597
9.14,8.141
9.37,7.68
8.34,7.144
7.66,6.618
7.63,6.434
7.06,6.074
22.4,28.575
57.8,35.348
28.3,19.24
16.9,13.227
11.7,8.956
11.2,9.15
8.4,9.163
8.99,9.176
7.61,9.116
8.34,7.561
