2.269777241492366635e-02,1.971744686340219654e-02
2.148844284036580815e-02,1.791957689589284905e-02
2.017161730362503763e-02,1.640119643005909927e-02
2.003724735089638595e-02,1.604645975485545842e-02
6.542741738263456452e-02,1.525098963470184754e-01
8.101433189915804856e-02,8.723834810954912700e-02
4.661562400062348177e-02,5.457838739932332345e-02
5.387160144797061012e-02,7.426089807501605466e-02
9.015148868470627963e-02,1.566726774825520641e-01
1.318061740305879748e-01,2.472326508235534459e-01
1.707734603218966640e-01,1.815311187373524482e-01
8.074559199370073825e-02,1.036261075443353774e-01
1.675485814564090514e-01,2.816367335201971911e-01
1.804480969183595296e-01,1.568661702144813486e-01
2.489767728099713529e-01,3.767867844464092286e-01
2.608013286500926453e-01,2.028583176344438688e-01
1.511554472235136781e-01,1.482073704606470810e-01
8.638913000830407418e-02,1.094926996804682640e-01
1.554552857108304764e-01,2.071285947321604148e-01
1.237439768668689433e-01,1.833773618878441203e-01
1.092320219721746866e-01,2.325540771874756996e-01
1.737295992819269941e-01,1.945972529406864437e-01
1.060071431066870601e-01,2.667969159408449809e-01
3.279863050144179448e-01,3.664268610910302870e-01
1.828667560674752390e-01,1.622597801170093668e-01
8.988274877924898321e-02,1.112287594697224380e-01
8.397047085918836473e-02,1.013418183479483092e-01
9.230140792836469266e-02,1.605425321211371992e-01
8.585165019738946746e-02,1.121182885567860860e-01
6.408371785534806853e-02,7.989099909434652091e-02
5.414034135342792042e-02,6.561553531645468451e-02
4.903428314973919122e-02,5.355986315764014322e-02
4.419696485150776538e-02,4.593302464076193248e-02
4.016586626964824269e-02,4.092102540398327021e-02
3.720972730961793346e-02,3.643306898284633111e-02
3.479106816050222400e-02,3.405203342049464149e-02
3.640350759324603030e-02,3.483944134348453125e-02
3.720972730961793346e-02,3.264114891684381098e-02
3.479106816050222400e-02,2.957482659557600368e-02
3.398484844413031392e-02,3.063097442402320028e-02
3.425358834958761728e-02,3.108245746519146258e-02
3.344736863321571413e-02,2.973607053885038431e-02
3.075996957864270478e-02,2.667243561663714888e-02
2.672887099678318557e-02,2.279720617994286311e-02
2.538517146949667916e-02,2.138900907534661139e-02
2.377273203675287286e-02,2.021999048660734835e-02
2.269777241492366635e-02,1.885210436782968485e-02
2.242903250946636645e-02,1.852155428411720456e-02
2.119282894436277931e-02,1.773145896207273947e-02
2.017161730362503763e-02,1.818025460418642991e-02
1.858605186142695681e-02,1.628295087165788566e-02
1.764546219232640198e-02,1.550360514583171145e-02
1.815606801269527629e-02,1.489625295949821050e-02
1.759171421123494408e-02,1.428083857600099052e-02
1.753796623014348272e-02,1.377023275563211968e-02
1.861292585197268923e-02,1.669681032606212812e-02
2.014474331307930174e-02,1.858605186142695681e-02
1.783358012614651503e-02,1.582340563332590086e-02
1.877416979524706639e-02,1.518380465833752378e-02
2.565391137495397905e-02,1.500912371979027694e-02
